,Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area,Year
3038,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),10/15/2021,88.0,2021.0
3039,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),10/15/2021,22.0,2021.0
3040,C29,5.0,5.0,-66.08,142.83,wilke,10/15/2021,25.0,2021.0
3041,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),10/15/2021,27.0,2021.0
3042,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),10/15/2021,27.0,2021.0
3043,C33,8.0,4.0,-65.42,126.6,wilke (grounded),10/15/2021,32.0,2021.0
3044,C35,7.0,5.0,-67.28,147.96,wilke,10/15/2021,35.0,2021.0
3045,C36,22.0,15.0,-67.94,147.48,wilke (grounded),10/15/2021,330.0,2021.0
3046,D15A,51.0,24.0,-66.64,81.91,amere (grounded),10/15/2021,1224.0,2021.0
3047,D15B,33.0,12.0,-66.99,81.58,amere (grounded),10/15/2021,396.0,2021.0
3048,D20A,19.0,9.0,-68.3,32.4,amerw,10/15/2021,171.0,2021.0
3049,D23,8.0,6.0,-69.43,74.68,amere (grounded),10/15/2021,48.0,2021.0
3050,D26,19.0,2.0,-69.36,29.4,wedde (grounded),10/15/2021,38.0,2021.0
3051,D27,8.0,5.0,-68.15,38.24,amerw,10/15/2021,40.0,2021.0
3052,D28,29.0,19.0,-70.96,-12.58,weddw,10/15/2021,551.0,2021.0
3053,D29A,15.0,9.0,-71.2,-14.43,weddw,10/15/2021,135.0,2021.0
3054,D29B,13.0,7.0,-70.06,-5.18,weddw,10/15/2021,91.0,2021.0
3055,D29C,13.0,6.0,-70.74,-12.41,weddw,10/15/2021,78.0,2021.0
3056,D30A,37.0,11.0,-72.76,-20.62,weddw,10/15/2021,407.0,2021.0
3057,D30B,10.0,5.0,-70.72,-9.64,weddw,10/15/2021,50.0,2021.0
3058,A23A,40.0,34.0,-75.77,-41.25,belle,10/22/2021,1360.0,2021.0
3059,A63,7.0,3.0,-63.63,-51.64,belle,10/22/2021,21.0,2021.0
3060,A64,11.0,8.0,-67.35,-60.76,belle,10/22/2021,88.0,2021.0
3061,A69A,10.0,9.0,-67.1,-60.26,belle,10/22/2021,90.0,2021.0
3062,A69B,10.0,7.0,-66.9,-59.73,belle,10/22/2021,70.0,2021.0
3063,A70,8.0,5.0,-67.5,-60.41,belle,10/22/2021,40.0,2021.0
3064,A74,30.0,18.0,-76.77,-33.47,belle,10/22/2021,540.0,2021.0
3065,A76A,73.0,14.0,-72.88,-59.33,belle,10/22/2021,1022.0,2021.0
3066,A76B,20.0,7.0,-73.83,-59.81,belle,10/22/2021,140.0,2021.0
3067,A76C,16.0,7.0,-70.86,-59.79,belle,10/22/2021,112.0,2021.0
3068,A77,27.0,4.0,-73.72,-26.74,weddw,10/22/2021,108.0,2021.0
3069,A78,18.0,4.0,-70.23,-4.22,weddw,10/22/2021,72.0,2021.0
3070,B09B,24.0,8.0,-66.27,143.4,wilke,10/22/2021,192.0,2021.0
3071,B09G,11.0,7.0,-68.19,41.82,amerw,10/22/2021,77.0,2021.0
3072,B09I,12.0,6.0,-60.85,-34.58,belle,10/22/2021,72.0,2021.0
3073,B15AB,11.0,4.0,-65.95,50.78,amerw,10/22/2021,44.0,2021.0
3074,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),10/22/2021,912.0,2021.0
3075,B28,9.0,6.0,-74.65,-108.77,amune (grounded),10/22/2021,54.0,2021.0
3076,B29,11.0,5.0,-74.48,-108.92,amune (grounded),10/22/2021,55.0,2021.0
3077,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),10/22/2021,24.0,2021.0
3078,B39,8.0,4.0,-73.46,-23.31,weddw,10/22/2021,32.0,2021.0
3079,B40,6.0,5.0,-65.63,132.13,wilke (grounded),10/22/2021,30.0,2021.0
3080,B42,12.0,4.0,-73.36,-150.35,rosse,10/22/2021,48.0,2021.0
3081,B45,7.0,6.0,-74.67,-109.32,amune (grounded),10/22/2021,42.0,2021.0
3082,B46,10.0,4.0,-72.78,-132.72,amune,10/22/2021,40.0,2021.0
3083,B47,12.0,5.0,-73.86,-134.08,amunw,10/22/2021,60.0,2021.0
3084,B50,15.0,6.0,-70.68,-166.83,rosse,10/22/2021,90.0,2021.0
3085,C15,12.0,8.0,-65.96,143.27,wilke,10/22/2021,96.0,2021.0
3086,C18B,19.0,4.0,-66.59,89.55,amere (grounded),10/22/2021,76.0,2021.0
3087,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),10/22/2021,88.0,2021.0
3088,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),10/22/2021,22.0,2021.0
3089,C29,5.0,5.0,-66.08,142.83,wilke,10/22/2021,25.0,2021.0
3090,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),10/22/2021,27.0,2021.0
3091,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),10/22/2021,27.0,2021.0
3092,C33,8.0,4.0,-65.42,126.6,wilke (grounded),10/22/2021,32.0,2021.0
3093,C35,7.0,5.0,-67.28,147.96,wilke,10/22/2021,35.0,2021.0
3094,C36,22.0,15.0,-67.94,147.48,wilke (grounded),10/22/2021,330.0,2021.0
3095,D15A,51.0,24.0,-66.64,81.91,amere (grounded),10/22/2021,1224.0,2021.0
3096,D15B,33.0,12.0,-66.99,81.58,amere (grounded),10/22/2021,396.0,2021.0
3097,D20A,19.0,9.0,-68.59,31.48,amerw,10/22/2021,171.0,2021.0
3098,D23,8.0,6.0,-69.43,74.68,amere (grounded),10/22/2021,48.0,2021.0
3099,D26,19.0,2.0,-69.36,29.4,wedde (grounded),10/22/2021,38.0,2021.0
3100,D27,8.0,5.0,-68.29,36.65,amerw,10/22/2021,40.0,2021.0
3101,D28,29.0,19.0,-71.37,-15.28,weddw,10/22/2021,551.0,2021.0
3102,D29A,15.0,9.0,-71.82,-15.98,weddw,10/22/2021,135.0,2021.0
3103,D29B,13.0,7.0,-70.35,-7.02,weddw,10/22/2021,91.0,2021.0
3104,D29C,13.0,6.0,-71.6,-15.35,weddw,10/22/2021,78.0,2021.0
3105,D30A,37.0,11.0,-73.19,-22.26,weddw,10/22/2021,407.0,2021.0
3106,D30B,10.0,5.0,-70.88,-11.56,weddw,10/22/2021,50.0,2021.0
3107,A23A,40.0,34.0,-75.75,-41.25,belle,10/29/2021,1360.0,2021.0
3108,A63,7.0,3.0,-63.59,-51.64,belle,10/29/2021,21.0,2021.0
3109,A64,11.0,8.0,-67.32,-60.76,belle,10/29/2021,88.0,2021.0
3110,A69A,10.0,9.0,-67.06,-60.26,belle,10/29/2021,90.0,2021.0
3111,A69B,10.0,5.0,-66.76,-59.73,belle,10/29/2021,50.0,2021.0
3112,A69C,10.0,3.0,-66.76,-59.73,belle,10/29/2021,30.0,2021.0
3113,A70,8.0,5.0,-67.45,-60.41,belle,10/29/2021,40.0,2021.0
3114,A74,30.0,18.0,-76.91,-33.47,belle,10/29/2021,540.0,2021.0
3115,A76A,73.0,14.0,-72.92,-59.33,belle,10/29/2021,1022.0,2021.0
3116,A76B,20.0,7.0,-73.81,-59.81,belle,10/29/2021,140.0,2021.0
3117,A76C,16.0,7.0,-70.8,-59.79,belle,10/29/2021,112.0,2021.0
3118,A77,27.0,4.0,-73.92,-26.74,weddw,10/29/2021,108.0,2021.0
3119,A78,18.0,4.0,-70.24,-4.22,weddw,10/29/2021,72.0,2021.0
3120,B09B,24.0,8.0,-66.27,143.4,wilke,10/29/2021,192.0,2021.0
3121,B09G,11.0,7.0,-68.19,41.82,amerw,10/29/2021,77.0,2021.0
3122,B09I,12.0,6.0,-60.61,-34.58,belle,10/29/2021,72.0,2021.0
3123,B15AB,11.0,4.0,-66.09,50.78,amerw,10/29/2021,44.0,2021.0
3124,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),10/29/2021,912.0,2021.0
3125,B28,9.0,6.0,-74.65,-108.77,amune (grounded),10/29/2021,54.0,2021.0
3126,B29,11.0,5.0,-74.48,-108.92,amune (grounded),10/29/2021,55.0,2021.0
3127,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),10/29/2021,24.0,2021.0
3128,B39,8.0,4.0,-73.73,-23.31,weddw,10/29/2021,32.0,2021.0
3129,B40,6.0,5.0,-65.63,132.13,wilke (grounded),10/29/2021,30.0,2021.0
3130,B42,12.0,4.0,-73.01,-150.35,rosse,10/29/2021,48.0,2021.0
3131,B45,7.0,6.0,-74.67,-109.32,amune (grounded),10/29/2021,42.0,2021.0
3132,B46,10.0,4.0,-72.63,-132.72,amune,10/29/2021,40.0,2021.0
3133,B47,12.0,5.0,-73.86,-134.08,amunw,10/29/2021,60.0,2021.0
3134,B50,15.0,6.0,-70.38,-166.83,rosse,10/29/2021,90.0,2021.0
3135,C15,12.0,8.0,-65.96,143.27,wilke,10/29/2021,96.0,2021.0
3136,C18B,19.0,4.0,-66.59,89.55,amere (grounded),10/29/2021,76.0,2021.0
3137,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),10/29/2021,88.0,2021.0
3138,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),10/29/2021,22.0,2021.0
3139,C29,5.0,5.0,-66.08,142.83,wilke,10/29/2021,25.0,2021.0
3140,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),10/29/2021,27.0,2021.0
3141,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),10/29/2021,27.0,2021.0
3142,C33,8.0,4.0,-65.42,126.6,wilke (grounded),10/29/2021,32.0,2021.0
3143,C35,7.0,5.0,-67.32,147.96,wilke,10/29/2021,35.0,2021.0
3144,C36,22.0,15.0,-67.94,147.48,wilke (grounded),10/29/2021,330.0,2021.0
3145,D15A,51.0,24.0,-66.64,81.91,amere (grounded),10/29/2021,1224.0,2021.0
3146,D15B,33.0,12.0,-66.99,81.58,amere (grounded),10/29/2021,396.0,2021.0
3147,D20A,19.0,9.0,-68.93,31.48,amerw,10/29/2021,171.0,2021.0
3148,D23,8.0,6.0,-69.43,74.68,amere (grounded),10/29/2021,48.0,2021.0
3149,D26,19.0,2.0,-69.36,29.4,wedde (grounded),10/29/2021,38.0,2021.0
3150,D27,8.0,5.0,-68.24,36.65,amerw,10/29/2021,40.0,2021.0
3151,D28,29.0,19.0,-71.68,-15.28,weddw,10/29/2021,551.0,2021.0
3152,D29A,15.0,9.0,-72.23,-15.98,weddw,10/29/2021,135.0,2021.0
3153,D29B,13.0,7.0,-70.41,-7.02,weddw,10/29/2021,91.0,2021.0
3154,D29C,13.0,6.0,-71.91,-15.35,weddw,10/29/2021,78.0,2021.0
3155,D30A,37.0,11.0,-73.42,-22.26,weddw,10/29/2021,407.0,2021.0
3156,D30B,10.0,5.0,-71.12,-11.56,weddw,10/29/2021,50.0,2021.0
3157,,,,,,,,,
3158,,,,,,,,,
3159,,,,,,,,,
3160,,,,,,,,,
3161,,,,,,,,,
3162,,,,,,,,,
3163,A23A,40.0,34.0,-75.73,-41.26,belle,11/05/2021,1360.0,2021.0
3164,A63,7.0,3.0,-63.33,-50.46,belle,11/05/2021,21.0,2021.0
3165,A64,11.0,8.0,-67.3,-60.61,belle,11/05/2021,88.0,2021.0
3166,A69A,10.0,9.0,-67.03,-60.0,belle,11/05/2021,90.0,2021.0
3167,A69B,10.0,5.0,-66.8,-59.73,belle,11/05/2021,50.0,2021.0
3168,A69C,10.0,3.0,-66.78,-59.55,belle,11/05/2021,30.0,2021.0
3169,A70,8.0,5.0,-67.37,-60.16,belle,11/05/2021,40.0,2021.0
3170,A74,30.0,18.0,-77.1,-34.36,belle,11/05/2021,540.0,2021.0
3171,A76A,73.0,14.0,-72.99,-59.33,belle,11/05/2021,1022.0,2021.0
3172,A76B,20.0,7.0,-73.89,-59.87,belle,11/05/2021,140.0,2021.0
3173,A76C,16.0,7.0,-70.86,-59.74,belle,11/05/2021,112.0,2021.0
3174,A77,27.0,4.0,-74.16,-27.27,weddw,11/05/2021,108.0,2021.0
3175,A78,18.0,4.0,-70.22,-4.5,weddw,11/05/2021,72.0,2021.0
3176,B09B,24.0,8.0,-66.27,143.4,wilke,11/05/2021,192.0,2021.0
3177,B09G,11.0,7.0,-68.19,41.82,amerw,11/05/2021,77.0,2021.0
3178,B09I,12.0,6.0,-60.36,-33.85,belle,11/05/2021,72.0,2021.0
3179,B15AB,11.0,4.0,-66.09,50.59,amerw,11/05/2021,44.0,2021.0
3180,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),11/05/2021,912.0,2021.0
3181,B28,9.0,6.0,-74.65,-108.77,amune (grounded),11/05/2021,54.0,2021.0
3182,B29,11.0,5.0,-74.48,-108.92,amune (grounded),11/05/2021,55.0,2021.0
3183,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),11/05/2021,24.0,2021.0
3184,B39,8.0,4.0,-73.8,-25.6,weddw,11/05/2021,32.0,2021.0
3185,B40,6.0,5.0,-65.63,132.13,wilke (grounded),11/05/2021,30.0,2021.0
3186,B42,12.0,4.0,-72.48,-149.58,amunw,11/05/2021,48.0,2021.0
3187,B45,7.0,6.0,-74.67,-109.32,amune (grounded),11/05/2021,42.0,2021.0
3188,B46,10.0,4.0,-72.21,-133.36,amune,11/05/2021,40.0,2021.0
3189,B47,12.0,5.0,-73.86,-134.08,amunw,11/05/2021,60.0,2021.0
3190,B50,15.0,6.0,-70.19,-166.68,rosse,11/05/2021,90.0,2021.0
3191,C15,12.0,8.0,-65.96,143.27,wilke,11/05/2021,96.0,2021.0
3192,C18B,19.0,4.0,-66.59,89.55,amere (grounded),11/05/2021,76.0,2021.0
3193,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),11/05/2021,88.0,2021.0
3194,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),11/05/2021,22.0,2021.0
3195,C29,5.0,5.0,-66.08,142.83,wilke,11/05/2021,25.0,2021.0
3196,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/05/2021,27.0,2021.0
3197,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),11/05/2021,27.0,2021.0
3198,C33,8.0,4.0,-65.42,126.6,wilke (grounded),11/05/2021,32.0,2021.0
3199,C35,7.0,5.0,-67.29,147.81,wilke,11/05/2021,35.0,2021.0
3200,C36,22.0,15.0,-67.94,147.48,wilke (grounded),11/05/2021,330.0,2021.0
3201,D15A,51.0,24.0,-66.64,81.91,amere (grounded),11/05/2021,1224.0,2021.0
3202,D15B,33.0,12.0,-66.99,81.58,amere (grounded),11/05/2021,396.0,2021.0
3203,D20A,19.0,9.0,-69.04,29.55,wedde,11/05/2021,171.0,2021.0
3204,D23,8.0,6.0,-69.43,74.68,amere (grounded),11/05/2021,48.0,2021.0
3205,D26,19.0,2.0,-69.36,29.4,wedde (grounded),11/05/2021,38.0,2021.0
3206,D27,8.0,5.0,-68.21,33.39,amerw,11/05/2021,40.0,2021.0
3207,D28,29.0,19.0,-72.17,-17.14,weddw,11/05/2021,551.0,2021.0
3208,D29A,15.0,9.0,-72.55,-19.04,weddw,11/05/2021,135.0,2021.0
3209,D29B,13.0,7.0,-70.42,-8.14,weddw,11/05/2021,91.0,2021.0
3210,D29C,13.0,6.0,-72.37,-16.96,weddw,11/05/2021,78.0,2021.0
3211,D30A,37.0,11.0,-73.55,-24.77,weddw,11/05/2021,407.0,2021.0
3212,D30B,10.0,5.0,-71.37,-14.12,weddw,11/05/2021,50.0,2021.0
3213,A23A,40.0,34.0,-75.77,-41.13,belle,11/12/2021,1360.0,2021.0
3214,A63,7.0,3.0,-63.18,-50.96,belle,11/12/2021,21.0,2021.0
3215,A64,11.0,8.0,-67.25,-60.54,belle,11/12/2021,88.0,2021.0
3216,A69A,10.0,9.0,-66.99,-59.75,belle,11/12/2021,90.0,2021.0
3217,A69B,10.0,5.0,-66.77,-59.44,belle,11/12/2021,50.0,2021.0
3218,A69C,10.0,3.0,-66.75,-59.25,belle,11/12/2021,30.0,2021.0
3219,A70,8.0,5.0,-67.38,-60.15,belle,11/12/2021,40.0,2021.0
3220,A74,30.0,18.0,-77.09,-34.36,belle,11/12/2021,540.0,2021.0
3221,A76A,73.0,14.0,-72.92,-59.27,belle,11/12/2021,1022.0,2021.0
3222,A76B,20.0,7.0,-73.93,-59.94,belle,11/12/2021,140.0,2021.0
3223,A76C,16.0,7.0,-70.66,-59.88,belle,11/12/2021,112.0,2021.0
3224,A77,27.0,4.0,-74.28,-27.05,weddw,11/12/2021,108.0,2021.0
3225,A78,18.0,4.0,-70.15,-4.53,weddw,11/12/2021,72.0,2021.0
3226,B09B,24.0,8.0,-66.27,143.4,wilke,11/12/2021,192.0,2021.0
3227,B09G,11.0,7.0,-68.19,41.82,amerw,11/12/2021,77.0,2021.0
3228,B09I,12.0,6.0,-60.0,-33.38,belle,11/12/2021,72.0,2021.0
3229,B15AB,11.0,4.0,-66.09,50.59,amerw,11/12/2021,44.0,2021.0
3230,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),11/12/2021,912.0,2021.0
3231,B28,9.0,6.0,-74.65,-108.77,amune (grounded),11/12/2021,54.0,2021.0
3232,B29,11.0,5.0,-74.48,-108.92,amune (grounded),11/12/2021,55.0,2021.0
3233,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),11/12/2021,24.0,2021.0
3234,B39,8.0,4.0,-74.05,-26.47,weddw,11/12/2021,32.0,2021.0
3235,B40,6.0,5.0,-65.63,132.13,wilke (grounded),11/12/2021,30.0,2021.0
3236,B42,12.0,4.0,-72.14,-149.82,amunw,11/12/2021,48.0,2021.0
3237,B45,7.0,6.0,-74.67,-109.32,amune (grounded),11/12/2021,42.0,2021.0
3238,B46,10.0,4.0,-72.12,-133.44,amune,11/12/2021,40.0,2021.0
3239,B47,12.0,5.0,-73.86,-134.08,amunw,11/12/2021,60.0,2021.0
3240,B50,15.0,6.0,-69.77,-166.43,rosse,11/12/2021,90.0,2021.0
3241,C15,12.0,8.0,-65.96,143.27,wilke,11/12/2021,96.0,2021.0
3242,C18B,19.0,4.0,-66.59,89.55,amere (grounded),11/12/2021,76.0,2021.0
3243,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),11/12/2021,88.0,2021.0
3244,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),11/12/2021,22.0,2021.0
3245,C29,5.0,5.0,-66.08,142.83,wilke,11/12/2021,25.0,2021.0
3246,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/12/2021,27.0,2021.0
3247,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),11/12/2021,27.0,2021.0
3248,C33,8.0,4.0,-65.42,126.6,wilke (grounded),11/12/2021,32.0,2021.0
3249,C35,7.0,5.0,-67.29,147.77,wilke,11/12/2021,35.0,2021.0
3250,C36,22.0,15.0,-67.94,147.48,wilke (grounded),11/12/2021,330.0,2021.0
3251,D15A,51.0,24.0,-66.64,81.91,amere (grounded),11/12/2021,1224.0,2021.0
3252,D15B,33.0,12.0,-66.99,81.58,amere (grounded),11/12/2021,396.0,2021.0
3253,D20A,19.0,9.0,-69.26,28.28,wedde,11/12/2021,171.0,2021.0
3254,D23,8.0,6.0,-69.43,74.68,amere (grounded),11/12/2021,48.0,2021.0
3255,D26,19.0,2.0,-69.36,29.4,wedde (grounded),11/12/2021,38.0,2021.0
3256,D27,8.0,5.0,-68.55,31.89,amerw,11/12/2021,40.0,2021.0
3257,D28,29.0,19.0,-72.43,-18.73,weddw,11/12/2021,551.0,2021.0
3258,D29A,15.0,9.0,-72.82,-20.54,weddw,11/12/2021,135.0,2021.0
3259,D29B,13.0,7.0,-70.36,-8.44,weddw,11/12/2021,91.0,2021.0
3260,D29C,13.0,6.0,-72.4,-17.7,weddw,11/12/2021,78.0,2021.0
3261,D30A,37.0,11.0,-73.69,-26.38,weddw,11/12/2021,407.0,2021.0
3262,D30B,10.0,5.0,-71.55,-14.95,weddw,11/12/2021,50.0,2021.0
3263,,,,,,,,,
3264,,,,,,,,,
3265,,,,,,,,,
3266,,,,,,,,,
3267,,,,,,,,,
3268,,,,,,,,,
3269,A23A,40.0,34.0,-75.77,-41.25,belle,11/19/2021,1360.0,2021.0
3270,A63,7.0,3.0,-62.83,-50.88,belle,11/19/2021,21.0,2021.0
3271,A64,11.0,8.0,-67.23,-60.28,belle,11/19/2021,88.0,2021.0
3272,A69A,10.0,9.0,-67.0,-59.53,belle,11/19/2021,90.0,2021.0
3273,A69B,10.0,5.0,-66.78,-58.57,belle,11/19/2021,50.0,2021.0
3274,A69C,10.0,3.0,-66.68,-59.02,belle,11/19/2021,30.0,2021.0
3275,A70,8.0,5.0,-67.4,-60.14,belle,11/19/2021,40.0,2021.0
3276,A74,30.0,18.0,-77.19,-34.74,belle,11/19/2021,540.0,2021.0
3277,A76A,73.0,14.0,-72.92,-59.3,belle,11/19/2021,1022.0,2021.0
3278,A76B,20.0,7.0,-73.91,-59.86,belle,11/19/2021,140.0,2021.0
3279,A76C,16.0,7.0,-70.55,-59.97,belle,11/19/2021,112.0,2021.0
3280,A77,27.0,4.0,-74.36,-26.78,weddw,11/19/2021,108.0,2021.0
3281,A78,18.0,4.0,-70.1,-4.85,weddw,11/19/2021,72.0,2021.0
3282,B09B,24.0,8.0,-66.27,143.4,wilke,11/19/2021,192.0,2021.0
3283,B09G,11.0,7.0,-68.19,41.82,amerw,11/19/2021,77.0,2021.0
3284,B09I,12.0,6.0,-59.91,-33.04,belle,11/19/2021,72.0,2021.0
3285,B15AB,11.0,4.0,-66.09,50.59,amerw,11/19/2021,44.0,2021.0
3286,B22A,38.0,24.0,-73.89,-109.4,amune (grounded),11/19/2021,912.0,2021.0
3287,B28,9.0,6.0,-74.65,-108.77,amune (grounded),11/19/2021,54.0,2021.0
3288,B29,11.0,5.0,-74.48,-108.92,amune (grounded),11/19/2021,55.0,2021.0
3289,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),11/19/2021,24.0,2021.0
3290,B39,8.0,4.0,-74.2,-26.65,weddw,11/19/2021,32.0,2021.0
3291,B40,6.0,5.0,-65.6,132.14,wilke,11/19/2021,30.0,2021.0
3292,B42,12.0,4.0,-71.9,-150.23,rosse,11/19/2021,48.0,2021.0
3293,B45,7.0,6.0,-74.67,-109.32,amune (grounded),11/19/2021,42.0,2021.0
3294,B46,10.0,4.0,-71.67,-134.11,amune,11/19/2021,40.0,2021.0
3295,B47,12.0,5.0,-73.86,-134.05,amunw,11/19/2021,60.0,2021.0
3296,B50,15.0,6.0,-69.57,-165.73,rosse,11/19/2021,90.0,2021.0
3297,C15,12.0,8.0,-65.96,143.27,wilke,11/19/2021,96.0,2021.0
3298,C18B,19.0,4.0,-66.59,89.55,amere (grounded),11/19/2021,76.0,2021.0
3299,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),11/19/2021,88.0,2021.0
3300,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),11/19/2021,22.0,2021.0
3301,C29,5.0,5.0,-66.08,142.83,wilke,11/19/2021,25.0,2021.0
3302,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/19/2021,27.0,2021.0
3303,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),11/19/2021,27.0,2021.0
3304,C33,8.0,4.0,-65.42,126.6,wilke (grounded),11/19/2021,32.0,2021.0
3305,C35,7.0,5.0,-67.3,147.77,wilke,11/19/2021,35.0,2021.0
3306,C36,22.0,15.0,-67.94,147.48,wilke (grounded),11/19/2021,330.0,2021.0
3307,D15A,51.0,24.0,-66.64,81.91,amere (grounded),11/19/2021,1224.0,2021.0
3308,D15B,33.0,12.0,-66.99,81.58,amere (grounded),11/19/2021,396.0,2021.0
3309,D20A,19.0,9.0,-69.31,27.67,wedde,11/19/2021,171.0,2021.0
3310,D23,8.0,6.0,-69.43,74.68,amere (grounded),11/19/2021,48.0,2021.0
3311,D26,19.0,2.0,-69.36,29.4,wedde (grounded),11/19/2021,38.0,2021.0
3312,D27,8.0,5.0,-68.56,31.87,amerw,11/19/2021,40.0,2021.0
3313,D28,29.0,19.0,-72.73,-20.11,weddw,11/19/2021,551.0,2021.0
3314,D29A,15.0,9.0,-73.16,-21.19,weddw,11/19/2021,135.0,2021.0
3315,D29B,13.0,7.0,-70.39,-8.8,weddw,11/19/2021,91.0,2021.0
3316,D29C,13.0,6.0,-72.56,-18.82,weddw,11/19/2021,78.0,2021.0
3317,D30A,37.0,11.0,-73.93,-27.26,weddw,11/19/2021,407.0,2021.0
3318,D30B,10.0,5.0,-71.86,-15.53,weddw,11/19/2021,50.0,2021.0
3319,,,,,,,,,
3320,,,,,,,,,
3321,,,,,,,,,
3322,,,,,,,,,
3323,,,,,,,,,
3324,,,,,,,,,
3325,A23A,40.0,34.0,-75.69,-41.13,belle,11/26/2021,1360.0,2021.0
3326,A63,7.0,3.0,-62.55,-51.13,belle,11/26/2021,21.0,2021.0
3327,A64,11.0,8.0,-67.17,-60.24,belle,11/26/2021,88.0,2021.0
3328,A69A,10.0,9.0,-67.03,-59.63,belle,11/26/2021,90.0,2021.0
3329,A69B,10.0,5.0,-66.76,-58.83,belle,11/26/2021,50.0,2021.0
3330,A69C,10.0,3.0,-66.61,-59.54,belle,11/26/2021,30.0,2021.0
3331,A70,8.0,5.0,-67.33,-60.5,belle,11/26/2021,40.0,2021.0
3332,A74,30.0,18.0,-77.42,-35.33,belle,11/26/2021,540.0,2021.0
3333,A76A,73.0,14.0,-72.89,-59.18,belle,11/26/2021,1022.0,2021.0
3334,A76B,20.0,7.0,-73.76,-59.85,belle,11/26/2021,140.0,2021.0
3335,A76C,16.0,7.0,-70.38,-60.12,belle,11/26/2021,112.0,2021.0
3336,A77,27.0,4.0,-74.39,-26.55,weddw,11/26/2021,108.0,2021.0
3337,A78,18.0,4.0,-70.09,-5.58,weddw,11/26/2021,72.0,2021.0
3338,B09B,24.0,8.0,-66.27,143.4,wilke,11/26/2021,192.0,2021.0
3339,B09G,11.0,7.0,-68.19,41.82,amerw,11/26/2021,77.0,2021.0
3340,B09I,12.0,6.0,-59.56,-33.07,belle,11/26/2021,72.0,2021.0
3341,B15AB,11.0,4.0,-66.09,50.59,amerw,11/26/2021,44.0,2021.0
3342,B22A,38.0,24.0,-73.89,-109.41,amune (grounded),11/26/2021,912.0,2021.0
3343,B28,9.0,6.0,-74.65,-108.77,amune (grounded),11/26/2021,54.0,2021.0
3344,B29,11.0,5.0,-74.48,-108.92,amune (grounded),11/26/2021,55.0,2021.0
3345,B38,6.0,4.0,-77.01,-155.06,rosse (grounded),11/26/2021,24.0,2021.0
3346,B39,8.0,4.0,-74.47,-27.18,weddw,11/26/2021,32.0,2021.0
3347,B40,6.0,5.0,-65.6,132.14,wilke,11/26/2021,30.0,2021.0
3348,B42,12.0,4.0,-71.98,-149.43,rosse,11/26/2021,48.0,2021.0
3349,B45,7.0,6.0,-74.67,-109.32,amune (grounded),11/26/2021,42.0,2021.0
3350,B46,10.0,4.0,-71.51,-133.45,amune,11/26/2021,40.0,2021.0
3351,B47,12.0,5.0,-73.86,-134.05,amunw,11/26/2021,60.0,2021.0
3352,B50,15.0,6.0,-69.23,-165.59,rosse,11/26/2021,90.0,2021.0
3353,C15,12.0,8.0,-65.96,143.27,wilke,11/26/2021,96.0,2021.0
3354,C18B,19.0,4.0,-66.59,89.55,amere (grounded),11/26/2021,76.0,2021.0
3355,C21B,11.0,8.0,-64.98,95.85,wilkw (grounded),11/26/2021,88.0,2021.0
3356,C24,11.0,2.0,-64.84,96.02,wilkw (grounded),11/26/2021,22.0,2021.0
3357,C29,5.0,5.0,-66.08,142.83,wilke,11/26/2021,25.0,2021.0
3358,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/26/2021,27.0,2021.0
3359,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),11/26/2021,27.0,2021.0
