Nauru,NRU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
New Zealand,NZL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",5.956001129
OECD members,OED,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.53432999
Oman,OMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",41.11523827
Other small states,OSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",34.75438881
Pakistan,PAK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",58.28241877
Panama,PAN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.40005433
Peru,PER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.78672805
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",18.06979891
Palau,PLW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
Papua New Guinea,PNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",12.29441826
Poland,POL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.87782222
Pre-demographic dividend,PRE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",48.63566273
Puerto Rico,PRI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.349033339
"Korea, Dem. People's Rep.",PRK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",32.00745162
Portugal,PRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.160752248
Paraguay,PRY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.90908085
West Bank and Gaza,PSE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",33.22563038
Pacific island small states,PSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.26764077
Post-demographic dividend,PST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.59222905
French Polynesia,PYF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
Qatar,QAT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",91.18732793
Romania,ROU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.61134019
Russian Federation,RUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.16022381
Rwanda,RWA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",43.21021716
South Asia,SAS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",82.86934534
Saudi Arabia,SAU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",87.94544668
Sudan,SDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",55.37083444
Senegal,SEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",40.6958259
Singapore,SGP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.0782565
Solomon Islands,SLB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11.87912184
Sierra Leone,SLE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.62594668
El Salvador,SLV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.47229229
San Marino,SMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
Somalia,SOM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",32.03458423
Serbia,SRB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.72635819
Sub-Saharan Africa (excluding high income),SSA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.61537407
South Sudan,SSD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",45.57750557
Sub-Saharan Africa,SSF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.61314386
Small states,SST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",30.47224793
Sao Tome and Principe,STP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",28.53958436
Suriname,SUR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.78001054
Slovak Republic,SVK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.56291134
Slovenia,SVN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.02397998
Sweden,SWE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",6.18466509
Eswatini,SWZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.16878731
Sint Maarten (Dutch part),SXM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
Seychelles,SYC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.17864936
Syrian Arab Republic,SYR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",43.75725947
Turks and Caicos Islands,TCA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",
Chad,TCD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",66.0292055
East Asia & Pacific (IDA & IBRD countries),TEA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",42.71913681
Europe & Central Asia (IDA & IBRD countries),TEC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.09333571
Togo,TGO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",35.73133561
Thailand,THA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",26.25672656
Tajikistan,TJK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",46.15218537
Turkmenistan,TKM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",21.76772098
Latin America & the Caribbean (IDA & IBRD countries),TLA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.6961862
