Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area
D26,19,2,-69.36,29.4,wedde (grounded),02/12/2021,38
D27,8,5,-67.75,78.39,amere,02/12/2021,40
D28,29,19,-65.78,50.49,amerw,02/12/2021,551
A23A,40,34,-75.69,-39.98,belle,2/19/2021,1360
A63,11,3,-71.62,-54.51,belle,2/19/2021,33
A64,13,9,-69.24,-60.64,belle,2/19/2021,117
A68A,29,10,-56.94,-33.23,belle,2/19/2021,290
A68E,2,2,-53.36,-38.39,belle,2/19/2021,4
A68G,25,3,-57.02,-34.7,belle,2/19/2021,75
A68H,11,4,-54.45,-34.97,belle,2/19/2021,44
A68I,13,2,-52.72,-35.81,belle,2/19/2021,26
A68J,20,3,-56.16,-35.55,belle,2/19/2021,60
A68K,10,2,-55.47,-34.42,belle,2/19/2021,20
A68M,20,4,-56.77,-35.33,belle,2/19/2021,80
A68N,10,2,-56.01,-35.94,belle,2/19/2021,20
A68O,3,2,-55.92,-35.16,belle,2/19/2021,6
A68P,15,2,-56.12,-35.5,belle,2/19/2021,30
A69A,10,9,-67.88,-60.92,belle,2/19/2021,90
A69B,10,7,-67.48,-61.11,belle,2/19/2021,70
A70,8,5,-72.28,-59.6,belle,2/19/2021,40
A71,8,3,-72.36,-59.52,belle,2/19/2021,24
A72,11,4,-69.5,-60.82,belle,2/19/2021,44
A73,9,5,-69.59,-60.31,belle,2/19/2021,45
B09B,24,8,-66.25,143.4,wilke,2/19/2021,192
B09G,11,7,-67.93,41.58,amerw (grounded),2/19/2021,77
B09I,12,6,-70.06,-42.33,belle,2/19/2021,72
B15AB,11,4,-66.04,51.06,amerw (grounded),2/19/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),2/19/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),2/19/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),2/19/2021,55
B37,8,3,-72.62,-111.78,amune,2/19/2021,24
B38,6,4,-77,-155.03,rosse (grounded),2/19/2021,24
B39,8,4,-66.6,47.37,amerw,2/19/2021,32
B40,6,5,-65.66,132.22,wilke (grounded),2/19/2021,30
B42,12,4,-72.75,-126.24,amunw (grounded),2/19/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),2/19/2021,42
B46,10,4,-72.57,-111.47,amune,2/19/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),2/19/2021,60
B50,15,6,-73.97,-140.39,amunw,2/19/2021,90
C15,12,8,-65.97,143.27,wilke,2/19/2021,96
C18B,19,4,-64.33,98,wilkw,2/19/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),2/19/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),2/19/2021,22
C29,5,5,-66.11,142.9,wilke,2/19/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),2/19/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),2/19/2021,27
C33,8,4,-65.46,126.78,wilke,2/19/2021,32
C35,7,5,-68.04,147.82,wilke,2/19/2021,35
C36,22,15,-67.93,147.48,wilke,2/19/2021,330
D15A,51,24,-66.65,81.92,amere (grounded),2/19/2021,1224
D15B,33,12,-66.99,81.57,amere (grounded),2/19/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),2/19/2021,171
D21B,10,4,-60.63,-31.05,belle,2/19/2021,40
D23,8,6,-69.43,74.66,amere (grounded),2/19/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),2/19/2021,38
D27,8,5,-67.79,78.28,amere,2/19/2021,40
D28,29,19,-66.18,49.33,amerw,2/19/2021,551
A23A,40,34,-75.69,-39.99,belle,2/26/2021,1360
A63,11,3,-71.07,-55.6,belle,2/26/2021,33
A64,13,9,-68.9,-60.62,belle,2/26/2021,117
A68A,29,10,-56.53,-33.12,belle,2/26/2021,290
A68G,25,3,-56.17,-36.25,belle,2/26/2021,75
A68H,11,4,-53.55,-36.29,belle,2/26/2021,44
A68I,4,2,-52.75,-34.63,belle,2/26/2021,8
A68J,20,3,-55.69,-34.65,belle,2/26/2021,60
A68M,20,4,-56.78,-34.88,belle,2/26/2021,80
A68N,8,2,-55.8,-34.48,belle,2/26/2021,16
A68P,6,2,-55.66,-34.84,belle,2/26/2021,12
A69A,10,9,-67.94,-61.11,belle,2/26/2021,90
A69B,10,7,-67.38,-61.15,belle,2/26/2021,70
A70,8,5,-71.78,-59.47,belle,2/26/2021,40
A71,8,3,-71.92,-59.69,belle,2/26/2021,24
A72,3,3,-69.16,-60.68,belle,2/26/2021,9
A73,9,5,-69.04,-60.17,belle,2/26/2021,45
B09B,24,8,-66.29,143.44,wilke,2/26/2021,192
B09G,11,7,-68,41.78,amerw,2/26/2021,77
B09I,12,6,-69.9,-42.52,belle,2/26/2021,72
B15AB,11,4,-66.04,51.07,amerw (grounded),2/26/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),2/26/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),2/26/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),2/26/2021,55
B37,8,3,-72.6,-111.88,amune,2/26/2021,24
B38,6,4,-76.99,-154.99,rosse,2/26/2021,24
B39,8,4,-66.73,46.75,amerw,2/26/2021,32
B40,6,5,-65.66,132.22,wilke (grounded),2/26/2021,30
B42,12,4,-72.73,-126.55,amunw,2/26/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),2/26/2021,42
B46,10,4,-72.51,-112.09,amune,2/26/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),2/26/2021,60
B50,15,6,-74.05,-141.44,amunw,2/26/2021,90
C15,12,8,-65.98,143.3,wilke,2/26/2021,96
C18B,19,4,-64.38,96.02,wilkw,2/26/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),2/26/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),2/26/2021,22
C29,5,5,-66.19,143.12,wilke,2/26/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),2/26/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),2/26/2021,27
C33,8,4,-65.45,126.78,wilke,2/26/2021,32
C35,7,5,-68.05,147.85,wilke,2/26/2021,35
C36,22,15,-67.94,147.48,wilke,2/26/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),2/26/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),2/26/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),2/26/2021,171
D21B,10,4,-60.52,-30.79,belle,2/26/2021,40
D23,8,6,-69.43,74.66,amere (grounded),2/26/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),2/26/2021,38
D27,8,5,-68.21,77.42,amere,2/26/2021,40
D28,29,19,-66.29,48.28,amerw,2/26/2021,551
A23A,40,34,-75.7,-39.88,belle,03/05/2021,1360
A63,11,3,-70.79,-55.9,belle,03/05/2021,33
A64,12,8,-68.64,-60.48,belle,03/05/2021,96
A68A,28,10,-56.36,-33.1,belle,03/05/2021,280
A68G,13,3,-55.56,-36.57,belle,03/05/2021,39
A68H,9,3,-53.41,-36.59,belle,03/05/2021,27
A68J,13,3,-54.93,-34.11,belle,03/05/2021,39
A68M,13,3,-56.97,-35.31,belle,03/05/2021,39
A69A,10,9,-67.82,-61.14,belle,03/05/2021,90
A69B,10,7,-67.33,-61.05,belle,03/05/2021,70
A70,8,5,-71.55,-59.6,belle,03/05/2021,40
A71,8,3,-71.72,-59.78,belle,03/05/2021,24
A73,5,4,-68.71,-59.99,belle,03/05/2021,20
A74,30,18,-75.22,-25.78,belle,03/05/2021,540
B09B,24,8,-66.29,143.44,wilke,03/05/2021,192
B09G,11,7,-68.06,41.76,amerw,03/05/2021,77
B09I,12,6,-69.78,-43.18,belle,03/05/2021,72
B15AB,11,4,-66.02,51.1,amerw (grounded),03/05/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),03/05/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),03/05/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),03/05/2021,55
B37,8,3,-72.6,-111.88,amune,03/05/2021,24
B38,6,4,-76.99,-155.01,rosse,03/05/2021,24
B39,8,4,-66.94,45.49,amerw,03/05/2021,32
B40,6,5,-65.65,132.18,wilke (grounded),03/05/2021,30
B42,12,4,-72.72,-126.59,amunw,03/05/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),03/05/2021,42
B46,10,4,-72.51,-112.17,amune,03/05/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),03/05/2021,60
B50,15,6,-74.25,-142,amunw,03/05/2021,90
C15,12,8,-65.98,143.29,wilke,03/05/2021,96
C18B,19,4,-64.77,94.09,wilkw,03/05/2021,76
C21B,11,8,-64.99,95.86,wilkw (grounded),03/05/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),03/05/2021,22
C29,5,5,-66.14,143.01,wilke,03/05/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),03/05/2021,27
C31,9,3,-64.69,96.51,wilkw (grounded),03/05/2021,27
C33,8,4,-65.44,126.7,wilke,03/05/2021,32
C35,7,5,-68.01,147.92,wilke,03/05/2021,35
C36,22,15,-67.94,147.48,wilke,03/05/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),03/05/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),03/05/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),03/05/2021,171
D21B,9,4,-60.23,-30.41,belle,03/05/2021,36
D23,8,6,-69.43,74.66,amere (grounded),03/05/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),03/05/2021,38
D27,8,5,-68.33,76.03,amere,03/05/2021,40
D28,29,19,-66.32,47.35,amerw,03/05/2021,551
A23A,40,34,-75.7,-39.88,belle,03/12/2021,1360
A63,11,3,-70.23,-56.37,belle,03/12/2021,33
A64,12,8,-68.47,-60.71,belle,03/12/2021,96
A68A,24,6,-56.12,-32.03,belle,03/12/2021,144
A68G,3,2,-55.41,-35.87,belle,03/12/2021,6
A68H,4,1,-52.98,-36.4,belle,03/12/2021,4
A68J,7,1,-53.71,-35.96,belle,03/12/2021,7
A68M,2,2,-56.6,-36.05,belle,03/12/2021,4
A69A,10,9,-67.74,-61.21,belle,03/12/2021,90
A69B,10,7,-67.31,-61.03,belle,03/12/2021,70
A70,8,5,-71.06,-59.75,belle,03/12/2021,40
A71,8,3,-71.21,-60.01,belle,03/12/2021,24
A74,30,18,-75.22,-25.78,belle,03/12/2021,540
B09B,24,8,-66.28,143.43,wilke,03/12/2021,192
B09G,11,7,-68.14,41.83,amerw,03/12/2021,77
B09I,12,6,-69.82,-43.3,belle,03/12/2021,72
B15AB,11,4,-66.03,51.06,amerw (grounded),03/12/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),03/12/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),03/12/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),03/12/2021,55
B37,8,3,-72.6,-111.91,amune,03/12/2021,24
B38,6,4,-76.98,-154.99,rosse,03/12/2021,24
B39,8,4,-67.13,44.51,amerw,03/12/2021,32
B40,6,5,-65.64,132.17,wilke (grounded),03/12/2021,30
B42,12,4,-72.68,-127.21,amunw,03/12/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),03/12/2021,42
B46,10,4,-72.52,-112.25,amune,03/12/2021,40
B47,12,5,-73.8,-133.85,amunw (grounded),03/12/2021,60
B50,15,6,-74.12,-144.51,amunw,03/12/2021,90
C15,12,8,-65.98,143.29,wilke,03/12/2021,96
C18B,19,4,-64.97,93.86,wilkw,03/12/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),03/12/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),03/12/2021,22
C29,5,5,-66.08,142.84,wilke,03/12/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),03/12/2021,27
C31,9,3,-64.68,96.51,wilkw (grounded),03/12/2021,27
C33,8,4,-65.44,126.69,wilke,03/12/2021,32
C35,7,5,-67.99,147.9,wilke,03/12/2021,35
C36,22,15,-67.94,147.48,wilke,03/12/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),03/12/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),03/12/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),03/12/2021,171
D21B,9,4,-59.99,-30.2,belle,03/12/2021,36
D23,8,6,-69.43,74.66,amere (grounded),03/12/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),03/12/2021,38
D27,8,5,-68.35,75.51,amere,03/12/2021,40
D28,29,19,-66.57,46.54,amerw,03/12/2021,551
A23A,40,34,-75.7,-39.88,belle,3/19/2021,1360
A63,11,3,-69.75,-56.84,belle,3/19/2021,33
A64,12,8,-68.4,-60.86,belle,3/19/2021,96
A68A,22,6,-55.74,-33.37,belle,3/19/2021,132
A69A,10,9,-67.73,-61.24,belle,3/19/2021,90
A69B,10,7,-67.31,-61.03,belle,3/19/2021,70
A70,8,5,-70.72,-59.82,belle,3/19/2021,40
A71,8,3,-70.89,-60.02,belle,3/19/2021,24
A74,30,18,-75.23,-25.88,belle,3/19/2021,540
B09B,24,8,-66.27,143.42,wilke,3/19/2021,192
B09G,11,7,-68.18,41.83,amerw,3/19/2021,77
B09I,12,6,-69.65,-43.67,belle,3/19/2021,72
B15AB,11,4,-66.02,51.1,amerw (grounded),3/19/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),3/19/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),3/19/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),3/19/2021,55
B37,8,3,-72.57,-111.96,amune,3/19/2021,24
B38,6,4,-76.97,-154.98,rosse,3/19/2021,24
B39,8,4,-67.12,41.92,amerw,3/19/2021,32
B40,6,5,-65.63,132.17,wilke (grounded),3/19/2021,30
B42,12,4,-73.48,-128.44,amunw,3/19/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),3/19/2021,42
B46,10,4,-72.48,-112.32,amune,3/19/2021,40
B47,12,5,-73.8,-133.85,amunw (grounded),3/19/2021,60
B50,15,6,-73.83,-144.82,amunw,3/19/2021,90
C15,12,8,-65.98,143.29,wilke,3/19/2021,96
C18B,19,4,-65.3,94.61,wilkw,3/19/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),3/19/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),3/19/2021,22
C29,5,5,-66.11,142.91,wilke,3/19/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),3/19/2021,27
C31,9,3,-64.68,96.51,wilkw (grounded),3/19/2021,27
C33,8,4,-65.44,126.65,wilke,3/19/2021,32
C35,7,5,-67.96,147.95,wilke,3/19/2021,35
C36,22,15,-67.94,147.48,wilke,3/19/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),3/19/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),3/19/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),3/19/2021,171
D21B,9,4,-59.72,-29.47,weddw,3/19/2021,36
D23,8,6,-69.43,74.66,amere (grounded),3/19/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),3/19/2021,38
D27,8,5,-68.2,75.08,amere,3/19/2021,40
D28,29,19,-66.85,45.85,amerw,3/19/2021,551
A23A,40,34,-75.7,-39.74,belle,3/26/2021,1360
A63,11,3,-69.61,-56.7,belle,3/26/2021,33
A64,12,8,-68.36,-60.78,belle,3/26/2021,96
A68A,20,6,-55.02,-33.76,belle,3/26/2021,120
A69A,10,9,-67.74,-61.21,belle,3/26/2021,90
A69B,10,7,-67.35,-61.04,belle,3/26/2021,70
A70,8,5,-70.47,-59.85,belle,3/26/2021,40
A71,8,3,-70.64,-60,belle,3/26/2021,24
A74,30,18,-75.21,-25.96,belle,3/26/2021,540
A75,8,3,-74.13,-60.49,belle,3/26/2021,24
B09B,24,8,-66.27,143.43,wilke,3/26/2021,192
B09G,11,7,-68.2,41.82,amerw,3/26/2021,77
B09I,12,6,-69.55,-44.38,belle,3/26/2021,72
B15AB,11,4,-66.04,51.05,amerw (grounded),3/26/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),3/26/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),3/26/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),3/26/2021,55
B37,8,3,-72.56,-111.96,amune,3/26/2021,24
B38,6,4,-76.94,-155,rosse,3/26/2021,24
B39,8,4,-67.2,41.1,amerw,3/26/2021,32
B40,6,5,-65.63,132.17,wilke (grounded),3/26/2021,30
B42,12,4,-73.33,-129.15,amunw,3/26/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),3/26/2021,42
B46,10,4,-72.49,-112.36,amune,3/26/2021,40
B47,12,5,-73.8,-133.85,amunw (grounded),3/26/2021,60
B50,15,6,-73.86,-145.56,amunw,3/26/2021,90
C15,12,8,-65.98,143.29,wilke,3/26/2021,96
C18B,19,4,-65.59,95.16,wilkw,3/26/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),3/26/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),3/26/2021,22
C29,5,5,-66.1,142.9,wilke,3/26/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),3/26/2021,27
C31,9,3,-64.68,96.51,wilkw (grounded),3/26/2021,27
C33,8,4,-65.44,126.65,wilke,3/26/2021,32
C35,7,5,-67.77,148.24,wilke,3/26/2021,35
C36,22,15,-67.94,147.48,wilke,3/26/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),3/26/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),3/26/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),3/26/2021,171
D21B,9,4,-59.3,-29.16,weddw,3/26/2021,36
D23,8,6,-69.43,74.66,amere (grounded),3/26/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),3/26/2021,38
D27,8,5,-68.01,75.21,amere,3/26/2021,40
D28,29,19,-66.99,44.73,amerw,3/26/2021,551
A23A,40,34,-75.7,-39.75,belle,04/02/2021,1360
A63,11,3,-69.59,-56.87,belle,04/02/2021,33
A64,12,8,-68.35,-60.83,belle,04/02/2021,96
A68A,16,6,-53.78,-34.45,belle,04/02/2021,96
A69A,10,9,-67.74,-61.21,belle,04/02/2021,90
A69B,10,7,-67.36,-61.08,belle,04/02/2021,70
A70,8,5,-70.47,-59.85,belle,04/02/2021,40
A71,8,3,-70.67,-60.04,belle,04/02/2021,24
A74,30,18,-75.21,-25.94,belle,04/02/2021,540
A75,8,3,-73.96,-60.38,belle,04/02/2021,24
B09B,24,8,-66.27,143.4,wilke,04/02/2021,192
B09G,11,7,-68.19,41.81,amerw,04/02/2021,77
B09I,12,6,-69.39,-44.63,belle,04/02/2021,72
B15AB,11,4,-66.04,51.05,amerw (grounded),04/02/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),04/02/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),04/02/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),04/02/2021,55
B37,8,3,-72.57,-112.11,amune,04/02/2021,24
B38,6,4,-76.95,-155,rosse,04/02/2021,24
B39,8,4,-67.86,40.96,amerw,04/02/2021,32
B40,6,5,-65.64,132.17,wilke (grounded),04/02/2021,30
B42,12,4,-73.45,-130.96,amunw,04/02/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),04/02/2021,42
B46,10,4,-72.47,-112.49,amune,04/02/2021,40
B47,12,5,-73.8,-133.85,amunw (grounded),04/02/2021,60
B50,15,6,-74.14,-145.58,amunw,04/02/2021,90
C15,12,8,-65.97,143.29,wilke,04/02/2021,96
C18B,19,4,-65.96,93.5,wilkw,04/02/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),04/02/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),04/02/2021,22
C29,5,5,-66.08,142.84,wilke,04/02/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),04/02/2021,27
C31,9,3,-64.68,96.51,wilkw (grounded),04/02/2021,27
C33,8,4,-65.44,126.65,wilke,04/02/2021,32
C35,7,5,-67.69,148.33,wilke,04/02/2021,35
C36,22,15,-67.94,147.48,wilke,04/02/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),04/02/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),04/02/2021,396
D20A,19,9,-68.65,36.26,amerw (grounded),04/02/2021,171
D21B,9,4,-59.2,-28.54,weddw,04/02/2021,36
D23,8,6,-69.43,74.66,amere (grounded),04/02/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),04/02/2021,38
D27,8,5,-67.96,74.67,amere,04/02/2021,40
D28,29,19,-67.26,43.56,amerw,04/02/2021,551
A23A,40,34,-75.71,-39.64,belle,04/09/2021,1360
A63,11,3,-69.45,-56.78,belle,04/09/2021,33
A64,12,8,-68.27,-60.8,belle,04/09/2021,96
A68A,16,6,-53.18,-33.8,belle,04/09/2021,96
A69A,10,9,-67.7,-61.18,belle,04/09/2021,90
A69B,10,7,-67.36,-60.97,belle,04/09/2021,70
A70,8,5,-70.23,-60.09,belle,04/09/2021,40
A71,8,3,-70.37,-60.28,belle,04/09/2021,24
A74,30,18,-75.2,-25.89,belle,04/09/2021,540
A75,8,3,-73.56,-60.27,belle,04/09/2021,24
B09B,24,8,-66.27,143.4,wilke,04/09/2021,192
B09G,11,7,-68.2,41.82,amerw,04/09/2021,77
B09I,12,6,-69.28,-44.85,belle,04/09/2021,72
B15AB,11,4,-66.04,51.05,amerw (grounded),04/09/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),04/09/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),04/09/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),04/09/2021,55
B37,8,3,-72.56,-112.2,amune,04/09/2021,24
B38,6,4,-76.99,-155.02,rosse,04/09/2021,24
B39,8,4,-68.01,40.95,amerw,04/09/2021,32
B40,6,5,-65.64,132.17,wilke (grounded),04/09/2021,30
B42,12,4,-73.42,-131.77,amunw,04/09/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),04/09/2021,42
B46,10,4,-72.45,-112.56,amune,04/09/2021,40
B47,12,5,-73.79,-133.79,amunw (grounded),04/09/2021,60
B50,15,6,-74.13,-144.97,amunw,04/09/2021,90
C15,12,8,-65.97,143.29,wilke,04/09/2021,96
C18B,19,4,-66.25,90.98,wilkw,04/09/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),04/09/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),04/09/2021,22
C29,5,5,-66.08,142.84,wilke,04/09/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),04/09/2021,27
C31,9,3,-64.68,96.51,wilkw (grounded),04/09/2021,27
C33,8,4,-65.44,126.65,wilke,04/09/2021,32
C35,7,5,-67.67,148.24,wilke,04/09/2021,35
C36,22,15,-67.94,147.48,wilke,04/09/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),04/09/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),04/09/2021,396
D20A,19,9,-68.61,36.33,amerw (grounded),04/09/2021,171
D21B,9,4,-59.04,-27.77,weddw,04/09/2021,36
D23,8,6,-69.43,74.66,amere (grounded),04/09/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),04/09/2021,38
D27,8,5,-67.95,73.34,amere,04/09/2021,40
D28,29,19,-67.3,42.63,amerw,04/09/2021,551
A23A,40,34,-75.71,-39.64,belle,4/16/2021,1360
A63,11,3,-69.19,-57.09,belle,4/16/2021,33
A64,12,8,-68.21,-60.95,belle,4/16/2021,96
A68A,3,2,-52.86,-33.53,belle,4/16/2021,6
A69A,10,9,-67.67,-61.24,belle,4/16/2021,90
A69B,10,7,-67.34,-61,belle,4/16/2021,70
A70,8,5,-70.17,-60.12,belle,4/16/2021,40
A71,8,3,-70.31,-60.32,belle,4/16/2021,24
A74,30,18,-75.24,-26.03,belle,4/16/2021,540
A75,8,3,-73.42,-60.11,belle,4/16/2021,24
B09B,24,8,-66.27,143.4,wilke,4/16/2021,192
B09G,11,7,-68.2,41.82,amerw,4/16/2021,77
B09I,12,6,-68.98,-45.58,belle,4/16/2021,72
B15AB,11,4,-66.04,51.05,amerw (grounded),4/16/2021,44
B22A,38,24,-73.92,-109.37,amune (grounded),4/16/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),4/16/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),4/16/2021,55
B37,8,3,-72.56,-112.2,amune,4/16/2021,24
B38,6,4,-76.99,-155.02,rosse,4/16/2021,24
B39,8,4,-67.96,39.75,amerw,4/16/2021,32
B40,6,5,-65.65,132.17,wilke (grounded),4/16/2021,30
B42,12,4,-73.26,-133.03,amunw,4/16/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),4/16/2021,42
B46,10,4,-72.45,-112.56,amune,4/16/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),4/16/2021,60
B50,15,6,-73.8,-145.45,amunw,4/16/2021,90
C15,12,8,-65.97,143.29,wilke,4/16/2021,96
C18B,19,4,-66.6,89.54,amere,4/16/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),4/16/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),4/16/2021,22
C29,5,5,-66.08,142.84,wilke,4/16/2021,25
C30,9,3,-64.78,96.3,wilkw (grounded),4/16/2021,27
C31,9,3,-64.68,96.51,wilkw (grounded),4/16/2021,27
C33,8,4,-65.44,126.64,wilke,4/16/2021,32
C35,7,5,-67.66,148.23,wilke,4/16/2021,35
C36,22,15,-67.94,147.48,wilke,4/16/2021,330
D15A,51,24,-66.64,81.91,amere (grounded),4/16/2021,1224
D15B,33,12,-66.99,81.58,amere (grounded),4/16/2021,396
D20A,19,9,-68.55,36.36,amerw (grounded),4/16/2021,171
D21B,9,4,-58.99,-27.44,weddw,4/16/2021,36
D23,8,6,-69.43,74.66,amere (grounded),4/16/2021,48
D26,19,2,-69.36,29.4,wedde (grounded),4/16/2021,38
D27,8,5,-67.34,71.83,amere,4/16/2021,40
D28,29,19,-67.77,40.97,amerw,4/16/2021,551
A23A,40,34,-75.71,-39.72,belle,4/23/2021,1360
A63,11,3,-69.19,-56.82,belle,4/23/2021,33
A64,11,8,-68.13,-60.85,belle,4/23/2021,88
A69A,10,9,-67.69,-61.19,belle,4/23/2021,90
A69B,10,7,-67.33,-60.82,belle,4/23/2021,70
A70,8,5,-70.1,-60.14,belle,4/23/2021,40
A71,8,3,-70.24,-60.41,belle,4/23/2021,24
A74,30,18,-75.25,-26.11,belle,4/23/2021,540
A75,8,3,-72.99,-59.81,belle,4/23/2021,24
B09B,24,8,-66.27,143.4,wilke,4/23/2021,192
B09G,11,7,-68.2,41.81,amerw,4/23/2021,77
B09I,12,6,-68.39,-45.5,belle,4/23/2021,72
B15AB,11,4,-66.04,51.05,amerw (grounded),4/23/2021,44
B22A,38,24,-73.92,-109.39,amune (grounded),4/23/2021,912
B28,9,6,-74.67,-108.77,amune (grounded),4/23/2021,54
B29,11,5,-74.51,-108.91,amune (grounded),4/23/2021,55
B37,8,3,-72.54,-112.22,amune,4/23/2021,24
B38,6,4,-76.99,-155.02,rosse,4/23/2021,24
B39,8,4,-68.26,35.72,amerw,4/23/2021,32
B40,6,5,-65.65,132.17,wilke (grounded),4/23/2021,30
B42,12,4,-73.25,-134.25,amunw,4/23/2021,48
B45,7,6,-74.69,-109.34,amune (grounded),4/23/2021,42
B46,10,4,-72.31,-112.74,amune,4/23/2021,40
B47,12,5,-73.8,-133.84,amunw (grounded),4/23/2021,60
B50,15,6,-73.74,-146.02,amunw,4/23/2021,90
C15,12,8,-65.97,143.29,wilke,4/23/2021,96
C18B,19,4,-66.59,89.55,amere,4/23/2021,76
C21B,11,8,-64.98,95.85,wilkw (grounded),4/23/2021,88
C24,11,2,-64.84,96.02,wilkw (grounded),4/23/2021,22
